identif,genero,idade,concelho,lat,lon,dieta_saudavel,carne_branca,carne_vermelha,leite,ovos,sobras,cereais,leguminosas,vegetais,frutas,snacks,take_away,jantar_fora,compra_frutas,onde_compra,como_desloca,considera_que_tem_diversidade,perto_longe,alteracoes_climaticas,mudar_habitos,o_que_bloqueia,autosuficiencia,politicas,fao1,fao2,rendimento,instrucao,situacao_prof,saude,score_proteina,score_fruta,score_processados,score_sustentabilidade,dieta_percecionada,score_geral,FID,CreationDate,Creator,EditDate,Editor,GlobalID,x,y
651782,Homem,66,amadora,38.759812577,-9.229503441,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,mercearia,a pé,Sim,,Não,Não mudou,3,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Sim,3,1,2,5,4,2.75,613,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2bdd9407-e68d-453d-a424-b3a5b5caa789,-9.229503441,38.759812577
651790,Homem,45,portimao,37.191560411,-8.583047033,Todos os dias,Algumas vezes por semana,Nunca,Algumas vezes por semana,Algumas vezes por semana,,Nunca,,Algumas vezes por semana,Algumas vezes por semana,Nunca,Nunca,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Sim,,Não,Não mudou,4,Não sei,Não sei,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Não,5,3,5,1,5,3.5,614,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,333f7c7e-1b61-4507-893b-26a0ca414269,-8.583047033,37.191560411
651791,Mulher,20,estarreja,40.761559983,-8.575752548,Uma vez por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,"Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Nunca,Todos os dias,supermercado,carro,Sim,,Ns/Nr,Não mudou,4,Sim,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Sim,5,5,3,1,3,3.5,615,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,523119e8-8f7c-493b-bdd8-76165eff53f7,-8.575752548,40.761559983
651794,Homem,71,obidos,39.36332572,-9.189255012,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,supermercado,carro,Não,,Sim,"Não mudou, mas consideraria mudar",3,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Reformado(a),Não,1,3,2,1,2,1.75,616,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b6dc25fa-6cbe-4d0f-9150-f6519802e264,-9.189255012,39.36332572
651800,Mulher,45,cascais,38.724965104,-9.40100252,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,"Todos os dias, várias vezes",Uma vez por dia,,Algumas vezes por semana,,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por dia,Uma vez por semana,Todos os dias,Uma vez por semana,supermercado,a pé,Sim,,Sim,Sim,2,Sim,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,5,1,2,1,4,2.25,617,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a34f850b-4683-4810-81e9-4207bc1a27e2,-9.40100252,38.724965104
651801,Mulher,53,barreiro,38.628427083,-9.044965081,Ocasionalmente no mês,"Todos os dias, várias vezes","Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Não,,Ns/Nr,"Não mudou, mas consideraria mudar",1,Não sei,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,5,2,1,2,2.25,618,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,9a0c546f-e251-4cb1-b3a8-10a9f4dcddad,-9.044965081,38.628427083
639405,Mulher,69,castelo branco,39.854838625,-7.501662011,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,Nunca,Uma vez por semana,,Algumas vezes por semana,,Uma vez por dia,"Todos os dias, várias vezes",Nunca,Nunca,Nunca,Algumas vezes por semana,mercearia,a pé,Não,,Sim,Não mudou,2,Sim,Sim,Não,Sim,O rendimento atual dá para viver,Instrução primária completa,Reformado(a),Sim,5,4,5,5,5,4.75,619,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,aa169887-362d-4c2c-ba08-9f2d7fe2bd0b,-7.501662011,39.854838625
651804,Mulher,44,loule,37.225167558,-8.046919949,Todos os dias,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,,Nunca,,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Uma vez por semana,mercado,a pé,Não,,Não,Sim,1,Não sei,Não sei,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Desempregado(a),Sim,1,3,4,5,5,3.25,620,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,26b6540b-3b60-4ce9-b9a3-5b08d4194dd2,-8.046919949,37.225167558
651810,Homem,37,trofa,41.311369996,-8.567256326,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Uma vez por semana,,Ocasionalmente no mês,,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,Uma vez por semana,supermercado,carro,Sim,,Não,Sim,4,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,4,1,3,1,4,2.25,621,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7f3bed05-2e38-4e7f-85df-7e5432b88a14,-8.567256326,41.311369996
651812,Mulher,68,tomar,39.602903799,-8.386754106,Ocasionalmente no mês,Uma vez por dia,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,,"Todos os dias, várias vezes",,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por semana,Nunca,Uma vez por semana,Algumas vezes por semana,grandes superficies,a pé,Sim,,Sim,Não mudou,1,Não,Não sei,Não,Não,O rendimento atual permite viver confortavelmente,9º ano (antigo 5º ano),Reformado(a),Não,3,4,3,2,2,3,622,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b5668f76-3949-496d-b5e3-728a15f12073,-8.386754106,39.602903799
651821,Mulher,26,braga,41.544478205,-8.420923539,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por dia,Algumas vezes por semana,Uma vez por semana,Uma vez por semana,mercado,a pé,Sim,,Não,Sim,2,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,5,2,2,5,2.75,623,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,9b3da886-fc28-415d-8de8-4d6fef6fcd96,-8.420923539,41.544478205
651823,Homem,37,coimbra,40.216154074,-8.446176762,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por dia,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,supermercado,carro,Sim,,Não,"Não mudou, mas consideraria mudar",1,Sim,Sim,Não,Sim,É difícil viver com o rendimento atual,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,5,2,1,4,2.25,624,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7891a5d7-c0dd-4f65-a76a-1ffd12f2dc8c,-8.446176762,40.216154074
651826,Homem,49,torres novas,39.505551369,-8.550816788,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,grandes superficies,a pé,Sim,,Ns/Nr,Não mudou,1,Sim,Não sei,Ns/Nr,Não,É difícil viver com o rendimento atual,9º ano (antigo 5º ano),Empregado(a),Não,2,3,2,1,2,2,625,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,318867d2-1419-48b8-916a-cbde87645229,-8.550816788,39.505551369
651827,Homem,48,mirandela,41.508463924,-7.187669707,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,mercado,carro,Sim,,Não,Não mudou,3,Não sei,Não sei,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,3,2,1,4,2,626,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,4d6432e5-8a41-4844-a5c3-14e826c7f1ac,-7.187669707,41.508463924
651828,Mulher,73,torres vedras,39.104889772,-9.260427713,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Uma vez por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Algumas vezes por semana,mercearia,carro,Não,,Sim,Sim,1,Não,Sim,Sim,Sim,É difícil viver com o rendimento atual,Instrução primária completa,Reformado(a),Sim,5,3,1,3,2,3,627,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,5d9211cd-229e-42be-850b-354d76c5f33d,-9.260427713,39.104889772
651830,Homem,38,marinha grande,39.785240742,-8.952635577,Todos os dias,Algumas vezes por semana,Uma vez por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por semana,,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,directamente ao produtor,carro,Sim,,Não,Sim,5,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,9º ano (antigo 5º ano),Empregado(a),Não,5,3,4,3,5,3.75,628,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,59c10d4c-9015-445e-a8c0-345723511a27,-8.952635577,39.785240742
651832,Homem,38,coimbra,40.216154074,-8.446176762,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,,Uma vez por dia,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Todos os dias,mercearia,a pé,Sim,,Sim,Não mudou,4,Sim,Sim,Sim,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Sim,3,3,2,2,5,2.5,629,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,03dc17fe-29fd-48ef-8856-9f99d7a932f4,-8.446176762,40.216154074
651835,Homem,33,tomar,39.602903799,-8.386754106,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por dia,,Algumas vezes por semana,Uma vez por dia,Uma vez por semana,Nunca,Nunca,Ocasionalmente no mês,mercado,carro,Não,,Não,Não mudou,2,Sim,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,2,3,3,3,5,2.75,630,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,e8ec812d-f9c3-4295-9625-c38246bff587,-8.386754106,39.602903799
651836,Mulher,39,almada,38.635628858,-9.193063099,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por dia,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,supermercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",2,Não,Não sei,Não,Sim,O rendimento atual dá para viver,12º ano (ensino secundário),Desempregado(a),Não,1,1,2,1,2,1.25,631,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,d920462a-f866-4389-9202-db716a871952,-9.193063099,38.635628858
651838,Homem,44,vila nova da barquinha,39.48167601,-8.400411274,Todos os dias,Algumas vezes por semana,Uma vez por semana,Nunca,Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Nunca,Ocasionalmente no mês,Todos os dias,grandes superficies,carro,Não,,Não,Não mudou,1,Sim,Sim,Sim,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Não,5,5,5,1,5,4,632,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,63a92b7c-269f-4402-9886-43124b160a59,-8.400411274,39.48167601
651840,Mulher,40,murtosa,40.757748743,-8.673439661,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Todos os dias,Algumas vezes por semana,mercado,carro,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Sim,Sim,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,4,3,3,3,4,3.25,633,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,285e3d9f-da2c-4f74-8fa2-f715a678b94b,-8.673439661,40.757748743
651842,Mulher,31,coimbra,40.216154074,-8.446176762,Todos os dias,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Sim,Não mudou,1,Não,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,5,4,1,5,3.75,634,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,92a3fb33-7ad4-4da2-8145-6e2081526a17,-8.446176762,40.216154074
651845,Homem,56,benavente,38.867761157,-8.81105308,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Todos os dias,directamente ao produtor,a pé,Sim,,Sim,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,5,4,3,1,2,3.25,635,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,e75ad657-42e5-4877-a6ab-73a598de5f8d,-8.81105308,38.867761157
651846,Mulher,36,vila nova de gaia,41.074443664,-8.58053563,Uma vez por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Todos os dias,mercado,carro,Não,,Sim,Sim,1,Sim,Não sei,Não,Não,O rendimento atual dá para viver,9º ano (antigo 5º ano),Empregado(a),Não,3,5,4,4,3,4,636,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,75f7a080-085e-4d1a-a546-6d3b9257639e,-8.58053563,41.074443664
651847,Homem,56,rio maior,41.076215501,-7.939772324,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,mercado,carro,Sim,,Sim,"Não mudou, mas consideraria mudar",1,Não sei,Sim,Sim,Sim,É difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Sim,3,3,2,4,4,3,637,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,968688d0-b8de-46cc-a54b-667ca2969c0a,-7.939772324,41.076215501
651852,Mulher,59,cascais,38.724965104,-9.40100252,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,,Uma vez por dia,,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Sim,,Não,Não mudou,4,Não sei,Não sei,Não,Não,Não sabe,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,2,1,3,1,4,1.75,638,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1129160d-e6b3-4ba3-8f5b-35e11ede9e08,-9.40100252,38.724965104
651855,Mulher,67,olhao,37.062044665,-7.810459907,Algumas vezes por semana,Algumas vezes por semana,Nunca,Nunca,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Nunca,Nunca,Ocasionalmente no mês,Todos os dias,mercado,carro,Não,,Não,Sim,1,Não,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Reformado(a),Não,5,5,5,4,4,4.75,639,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,efbce81b-12b6-4540-904f-fd95161deb2c,-7.810459907,37.062044665
651857,Homem,35,valongo,41.206690402,-8.494191281,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,"Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Sim,,Sim,Sim,1,Sim,Sim,Sim,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Sim,1,1,3,1,4,1.5,640,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,96591259-fe94-4ff2-9c43-029c1894ca87,-8.494191281,41.206690402
651860,Mulher,64,sintra,38.823033973,-9.357657954,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Todos os dias,Uma vez por semana,mercearia,carro,Sim,,Sim,Não mudou,3,Não sei,Não,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,5,1,2,1,4,2.25,641,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c7b7d02f-40a7-473d-9fc9-8ab74deed6cd,-9.357657954,38.823033973
651861,Mulher,58,alenquer,39.098161279,-9.039059682,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,supermercado,carro,Não,,Sim,Sim,1,Não,Sim,Não,Sim,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Sim,2,3,2,1,2,2,642,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ef121d8e-ce08-4925-b4a8-dc73e2650fe0,-9.039059682,39.098161279
651863,Mulher,68,vila real de santo antonio,37.194343187,-7.519282756,Todos os dias,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por dia,Nunca,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Sim,,Não,Não mudou,4,Não,Sim,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Não,5,5,2,1,5,3.25,643,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,060fb6a1-ba13-4241-a0fa-475bc5543785,-7.519282756,37.194343187
